master_project_code,fiscal_year,quarter,team_size_fte,manager_fte
M21280M2,2023,4,17.0,3.0
M21291MZ,2023,3,17.54,1.2
M21292MZ,2023,3,5.57,0.0
M21293MI,2023,3,11.57,1.35
M21294M1,2023,4,7.47,0.0
M22009MZ,2023,3,1.48,1.48
M22009MZ,2023,4,1.91,1.91
M22010MZ,2023,3,0.31,0.0
M22010MZ,2023,4,1.41,0.0
M22013M1,2023,4,38.56,2.27
M22013M1,2024,1,4.84,0.0
M22020TZ,2023,3,1.35,1.35
M22071MZ,2023,3,0.76,0.0
M22071MZ,2023,4,8.6,0.0
M22072MZ,2023,3,10.14,0.0
M22072MZ,2023,4,10.41,0.0
M22073B1,2023,4,4.0,4.0
M22073B1,2024,1,4.0,4.0
M22073B1,2024,2,4.0,4.0
M22073B1,2024,3,4.0,4.0
M22073B1,2024,4,4.0,4.0
M22073B1,2025,1,4.0,4.0
M22073B1,2025,2,4.0,4.0
M22073B1,2025,3,4.0,4.0
M22073B1,2025,4,2.62,2.62
M22075MZ,2023,3,52.67,1.76
M22077MZ,2023,4,12.46,0.0
M22080MZ,2023,4,16.38,1.51
M22080MZ,2024,1,42.33,8.64
M22080MZ,2024,2,14.82,1.35
M22082MZ,2023,4,9.7,0.0
M22082MZ,2024,1,14.64,1.98
M22085TZ,2023,4,4.0,4.0
M22085TZ,2024,1,4.0,4.0
M22085TZ,2024,2,4.0,4.0
M22085TZ,2024,3,2.83,2.83
M22098MZ,2023,4,10.44,0.0
M22101M1,2023,4,20.71,0.0
M22101M1,2024,1,22.64,0.0
M22101M1,2024,2,13.48,0.0
M22108MZ,2023,4,44.78,3.4
M22108MZ,2024,1,173.15,10.32
M22108MZ,2024,2,104.53,4.58
M22108MZ,2024,3,126.74,4.36
M22109MZ,2023,4,19.42,0.0
M22110MZ,2023,4,7.62,0.0
M22111MZ,2023,4,11.27,0.0
M22121MZ,2024,1,225.99,8.24
M22121MZ,2024,2,12.5,1.35
M22121MZ,2024,3,5.7,1.35
M22124MZ,2023,4,10.36,0.0
M22129MZ,2023,4,2.36,1.38
M22129MZ,2024,1,17.7,1.89
M22130MZ,2023,4,18.96,0.0
M22130MZ,2024,1,8.98,0.0
M22135MZ,2023,4,10.26,0.0
M22135MZ,2024,1,17.02,0.0
M22138MZ,2023,4,1.38,0.0
M22138MZ,2024,1,0.35,0.0
M22144MZ,2023,4,7.4,1.67
M22144MZ,2024,1,17.59,1.58
M22148MZ,2023,4,1.47,0.0
M22148MZ,2024,1,1.54,0.0
M22153MZ,2023,4,8.39,0.71
M22154MZ,2024,1,5.08,0.0
M22154MZ,2024,2,38.71,0.0
M22154MZ,2024,3,105.29,4.67
M22157MZ,2024,1,29.42,5.15
M22157MZ,2024,2,2.83,0.0
M22157MZ,2024,3,2.7,0.0
M22158B1,2024,1,10.22,0.0
M22158B1,2024,2,4.04,0.0
M22159MZ,2024,1,82.66,11.99
M22159MZ,2024,2,373.14,22.18
M22159MZ,2024,3,290.92,13.08
M22159MZ,2024,4,234.76,11.33
M22160MZ,2024,1,3.91,0.0
M22160MZ,2024,2,3.83,0.0
M22160MZ,2024,3,4.0,0.0
M22161B1,2024,1,11.93,0.0
M22161B1,2024,2,15.1,0.0
M231082M,2025,1,0.04,0.04
M23109MZ,2024,1,79.62,4.75
M23109MZ,2024,2,89.7,10.7
M23109MZ,2024,3,125.13,8.05
M23109MZ,2024,4,165.08,12.6
M23120MH,2024,3,8.09,0.0
M23122M2,2024,3,3.96,1.26
M23122M2,2024,4,50.42,4.0
M23122M2,2025,1,7.3,2.73
M23170CZ,2025,4,0.8,0.0
M31005MZ,2023,4,12.61,1.13
M31005MZ,2024,1,71.08,6.54
M31005MZ,2024,2,46.71,10.59
M31005MZ,2024,3,26.87,1.01
M31005MZ,2024,4,2.99,1.36
M31006MZ,2023,4,11.0,0.0
M31006MZ,2024,1,75.85,2.34
M31006MZ,2024,2,35.01,3.47
M31006MZ,2024,3,27.75,1.24
M31006MZ,2024,4,19.47,0.0
M31010M1,2024,1,11.37,0.0
M31013M1,2024,1,15.8,0.46
M31013M1,2024,2,2.75,0.03
M31013M1,2024,3,4.36,0.03
M31037HZ,2024,1,28.91,0.0
M31037HZ,2024,2,8.58,0.0
M31041M1,2024,1,25.69,1.36
M31042MH,2024,2,21.12,1.01
M31042MH,2024,3,31.69,1.51
M31042MH,2024,4,3.78,0.0
M31046MZ,2024,1,4.04,1.02
M31046MZ,2024,2,0.61,0.0
M31054MZ,2024,2,78.62,3.36
M31054MZ,2024,3,70.01,5.05
M31054MZ,2024,4,72.86,4.04
M31055MZ,2024,2,65.35,2.09
M31055MZ,2024,3,106.46,2.36
M31055MZ,2024,4,76.97,3.41
M31063MZ,2024,1,4.79,0.0
M31063MZ,2024,2,6.35,0.0
M31064MZ,2024,1,7.69,2.37
M31064MZ,2024,2,1.7,0.0
M31069M1,2024,2,4.57,0.0
M31070ST,2024,1,3.78,0.0
M31070ST,2024,2,2.7,0.0
M31074MZ,2024,1,3.98,0.0
M31074MZ,2024,2,10.76,0.0
M31074MZ,2024,3,10.58,0.0
M31075CZ,2024,2,12.51,0.0
M31080MZ,2024,2,7.72,1.3
M31080MZ,2024,3,19.57,0.0
M31083M1,2024,2,20.89,2.7
M31088MZ,2024,2,3.93,0.0
M31088MZ,2024,3,1.74,0.09
M31091MZ,2024,2,90.24,7.43
M31091MZ,2024,3,5.35,0.0
M31092SP,2024,2,4.0,0.0
M31092SP,2024,4,8.29,0.0
M31107MZ,2024,1,5.32,0.44
M31107MZ,2024,2,49.09,3.12
M31107MZ,2024,3,35.86,1.65
M31110MZ,2024,2,15.16,0.0
M31115MZ,2024,2,43.84,1.63
M31118MZ,2024,3,4.34,0.28
M31118MZ,2024,4,19.47,2.31
M31118MZ,2025,1,5.93,0.0
M31123MZ,2024,2,6.17,0.0
M31123MZ,2024,3,2.4,0.68
M31127PZ,2024,2,3.91,0.0
M31127PZ,2024,3,7.65,0.0
M31130MZ,2024,2,5.38,0.0
M31134MZ,2024,2,6.13,0.0
M31134MZ,2024,3,0.65,0.0
M31135MZ,2024,2,13.78,0.0
M31135MZ,2024,3,24.17,2.65
M31144MZ,2024,2,5.33,0.98
M31144MZ,2024,3,0.3,0.0
M31146MZ,2024,2,5.22,0.0
M31146MZ,2024,3,10.43,0.0
M31147MZ,2024,2,8.15,0.0
M31148MZ,2024,2,4.16,0.0
M31148MZ,2024,3,5.1,0.0
M31149MZ,2024,2,2.28,0.0
M31149MZ,2024,3,2.65,0.0
M31150MZ,2024,2,11.55,1.53
M31150MZ,2024,3,7.36,1.0
M31154MZ,2024,2,2.09,2.09
M31154MZ,2024,3,4.0,4.0
M31160MZ,2024,3,11.49,0.0
M31162MZ,2024,4,12.0,8.0
M31162MZ,2025,1,11.16,8.0
M31162MZ,2025,2,9.57,5.57
M31162MZ,2025,3,8.0,4.0
M31162MZ,2025,4,8.0,4.0
M31162MZ,2026,1,6.02,2.02
M31162MZ,2026,2,4.0,0.0
M31165MZ,2024,3,10.92,0.0
M31165MZ,2024,4,2.13,0.0
M31169MZ,2024,2,10.83,0.65
M31169MZ,2024,3,3.71,0.0
M31174MZ,2024,2,0.48,0.0
M31174MZ,2024,3,2.09,0.0
M31177MZ,2024,3,11.82,1.01
M31177MZ,2024,4,42.63,0.33
M31177MZ,2025,1,14.7,0.99
M31181MZ,2024,3,3.83,0.0
M31185MZ,2025,2,2.45,0.0
M31185MZ,2025,3,12.17,0.0
M31185MZ,2025,4,5.49,0.0
M31186MZ,2024,3,8.57,1.01
M31186MZ,2024,4,30.45,1.98
M31186MZ,2025,1,6.7,0.0
M31189MZ,2024,3,13.52,0.0
M31194MZ,2024,3,4.41,0.0
M31194MZ,2024,4,39.4,0.0
M31194MZ,2025,1,19.05,0.0
M31199MZ,2024,3,5.08,0.0
M31200MZ,2024,3,10.61,0.0
M31201MZ,2024,3,5.09,0.0
M31203MZ,2024,4,4.0,0.0
M31203MZ,2025,1,4.0,0.0
M31203MZ,2025,2,0.52,0.0
M31204MH,2025,1,16.7,0.53
M31204MZ,2024,4,20.86,1.91
M31207MZ,2024,3,2.65,0.0
M31211MZ,2024,4,16.23,0.68
M31216MZ,2024,3,10.97,0.49
M31217MZ,2024,3,16.85,2.39
M31217MZ,2024,4,75.2,1.92
M31217MZ,2025,1,38.09,0.46
M31218MZ,2024,3,72.38,7.82
M31218MZ,2024,4,41.36,7.43
M31221VB,2024,3,1.65,0.0
M31223MZ,2024,4,19.8,0.0
M31223MZ,2025,1,5.27,0.0
M31225MH,2024,3,6.5,0.48
M31225MH,2024,4,13.57,1.36
M31227MZ,2024,3,4.82,0.0
M31229CZ,2024,4,4.57,0.0
M31232PZ,2024,3,1.68,0.0
M31232PZ,2024,4,2.27,0.0
M31233MZ,2024,4,11.97,0.62
M31233MZ,2025,1,1.98,0.0
M31235MZ,2024,3,16.48,0.0
M31244CZ,2024,3,4.61,0.0
M31248MZ,2024,4,32.47,1.32
M31248MZ,2025,1,17.2,0.0
M31254MZ,2024,3,0.04,0.0
M31254MZ,2024,4,1.45,0.0
M31256QB,2025,1,68.4,5.68
M31256QB,2025,2,58.13,5.17
M31256QB,2025,3,8.37,0.22
M31257M1,2024,4,10.24,0.03
M31261MZ,2024,4,44.09,0.0
M31261MZ,2025,1,178.52,5.98
M31261MZ,2025,2,92.17,3.35
M31261MZ,2025,3,50.68,2.02
M31261MZ,2025,4,0.18,0.0
M31263QB,2024,4,6.46,0.0
M31263QB,2025,1,8.57,1.32
M31301MZ,2024,4,17.02,0.0
M31302MH,2024,3,0.7,0.0
M31320MZ,2024,4,40.7,2.47
M31330MH,2025,1,232.1,23.08
M31330MH,2025,2,462.47,35.92
M31330MH,2025,3,556.47,30.39
M31330MH,2025,4,505.27,29.42
M31333MZ,2024,4,1.1,0.0
M31335M1,2025,1,6.31,1.34
M31338MZ,2025,1,12.24,0.99
M31338MZ,2025,2,57.03,5.85
M31338MZ,2025,3,50.07,3.83
M31338MZ,2025,4,28.74,0.0
M31339MZ,2024,4,13.77,0.0
M31339MZ,2025,1,14.84,0.0
M31342ST,2024,4,1.76,1.76
M31342ST,2025,1,6.99,4.0
M31342ST,2025,2,5.3,2.65
M31343MZ,2025,3,18.12,0.0
M31343MZ,2025,4,54.67,2.33
M31343MZ,2026,1,20.14,0.66
M31343MZ,2026,2,1.3,0.0
M31345ST,2025,1,28.57,0.0
M31345ST,2025,2,5.3,0.0
M31347M2,2025,1,8.26,1.32
M31347M2,2025,2,19.16,3.63
M31347M2,2025,3,22.59,4.35
M31348MZ,2025,3,46.37,6.7
M31348MZ,2025,4,9.54,1.38
M31349MZ,2025,3,58.71,4.32
M31349MZ,2025,4,92.98,2.61
M31350MZ,2025,4,7.74,0.0
M31351MZ,2024,4,3.81,0.68
M31351MZ,2025,1,16.0,1.34
M31354MZ,2025,1,91.18,5.0
M31354MZ,2025,2,6.5,0.43
M31357MZ,2025,1,17.11,0.0
M31364MZ,2024,4,0.75,0.0
M31364MZ,2025,1,86.31,0.49
M31364MZ,2025,2,197.51,2.16
M31364MZ,2025,3,302.65,6.2
M31364MZ,2025,4,236.52,16.11
M31364MZ,2026,1,32.07,2.31
M31366MZ,2025,2,24.52,0.0
M31369MZ,2025,1,16.69,1.23
M31372MZ,2025,1,71.41,6.2
M31372MZ,2025,2,106.79,8.49
M31372MZ,2025,3,37.04,3.25
M31376MZ,2025,1,19.27,0.0
M31376MZ,2025,2,21.1,0.0
M31376MZ,2025,3,5.43,0.0
M31378CZ,2025,1,5.1,0.0
M31383MZ,2025,1,12.66,1.32
M31383MZ,2025,2,70.28,4.98
M31383MZ,2025,3,41.51,1.1
M31384MZ,2025,1,12.53,0.0
M31387MZ,2025,1,128.01,4.02
M31387MZ,2025,2,133.51,8.04
M31387MZ,2025,3,41.13,7.78
M31387MZ,2025,4,63.04,9.79
M31401MZ,2025,1,2.64,2.64
M31401MZ,2025,2,4.0,4.0
M31401MZ,2025,3,4.0,4.0
M31403MZ,2025,1,9.49,0.0
M31403MZ,2025,2,41.96,0.65
M31403MZ,2025,3,0.26,0.0
M31404MZ,2025,1,1.32,0.0
M31404MZ,2025,2,11.64,2.0
M31405MZ,2025,1,9.4,1.47
M31405MZ,2025,2,2.36,0.0
M31406MZ,2025,1,7.38,0.0
M31406MZ,2025,2,39.85,0.0
M31406MZ,2025,3,2.22,0.0
M31407MZ,2025,1,13.97,0.16
M31407MZ,2025,2,1.99,0.0
M31408MZ,2025,1,3.03,0.0
M31408MZ,2025,2,3.87,0.0
M31411MZ,2025,1,10.85,0.0
M31411MZ,2025,2,16.1,0.0
M31412SP,2025,3,5.04,0.33
M31416MZ,2025,1,2.33,0.0
M31416MZ,2025,2,0.65,0.0
M31416MZ,2025,3,2.04,0.0
M31419MZ,2025,1,8.22,0.99
M31419MZ,2025,2,8.39,1.76
M31420B1,2025,2,20.67,0.0
M31427MZ,2025,2,20.87,0.7
M31427MZ,2025,3,8.12,1.04
M31428MZ,2025,1,7.89,0.0
M31428MZ,2025,2,30.22,0.33
M31432QB,2025,2,29.87,0.0
M31432QB,2025,3,62.85,0.0
M31439ST,2025,1,1.41,0.36
M31439ST,2025,2,6.04,1.6
M31441MZ,2025,2,5.71,0.0
M31446MZ,2025,2,19.74,0.0
M31446MZ,2025,3,0.48,0.0
M31448MC,2025,2,6.17,0.0
M31453CZ,2025,3,4.04,0.0
M31463QB,2025,3,2.02,0.0
M31464MZ,2025,2,1.3,0.0
M31464MZ,2025,3,7.4,0.0
M31468MZ,2025,2,9.63,0.0
M31468MZ,2025,3,12.18,0.0
M31469TZ,2025,4,1.38,1.38
M31471MZ,2025,2,9.83,0.0
M31475MZ,2025,2,7.91,0.42
M31475MZ,2025,3,1.98,0.0
M31477ST,2025,3,7.91,0.89
M31477ST,2025,4,3.29,1.38
M31478CS,2025,2,7.67,2.61
M31478CS,2025,3,13.85,4.96
M31487MZ,2025,4,23.93,1.99
M31487MZ,2026,1,7.02,0.67
M31488MZ,2025,4,55.46,5.8
M31488MZ,2026,1,6.42,0.0
M31491TZ,2025,2,2.43,2.43
M31491TZ,2025,3,4.0,4.0
M31502ST,2025,3,5.7,0.0
M31508QB,2025,3,8.0,0.0
M31509MZ,2025,2,0.96,0.0
M31509MZ,2025,3,64.3,7.17
M31509MZ,2025,4,72.4,7.73
M31509MZ,2026,1,14.02,2.68
M31545MZ,2025,3,8.27,0.0
M31548MZ,2025,3,8.22,0.0
M31558ST,2025,3,5.45,1.47
M31564MZ,2025,2,6.51,0.0
M31564MZ,2025,3,191.31,5.35
M31571B1,2025,4,55.5,2.93
M31571B1,2026,1,42.12,2.0
M31571B1,2026,2,6.87,0.04
M31572ST,2025,3,8.13,1.34
M31578MZ,2025,4,17.36,1.69
M31578MZ,2026,1,18.69,0.0
M31580MZ,2025,4,7.07,0.0
M31580MZ,2026,1,3.23,0.0
M31586MZ,2025,4,17.43,2.44
M31586MZ,2026,1,7.6,2.01
M31588QB,2025,4,2.4,0.0
M31588QB,2026,1,1.32,0.0
M31590MZ,2025,3,3.35,0.0
M31595MZ,2025,3,20.21,0.0
M31595MZ,2025,4,1.11,0.0
M31596MZ,2025,4,14.06,0.0
M31598SZ,2025,4,2.67,2.09
M31609MH,2025,4,14.79,0.0
M31609MH,2026,1,14.49,0.0
M31615MZ,2025,3,1.78,0.0
M31620MZ,2025,3,9.5,0.24
M31620MZ,2025,4,4.0,0.07
M31622M1,2025,3,7.76,1.04
M31641PZ,2025,3,0.8,0.0
M31641PZ,2025,4,7.87,0.0
M31644MZ,2025,4,13.72,0.0
M31644MZ,2026,1,4.29,0.0
M31645CZ,2025,4,19.76,0.0
M31646MZ,2025,3,0.09,0.0
M31646MZ,2025,4,22.74,0.0
M31658QB,2025,4,5.16,0.0
M31658QB,2026,1,2.2,0.0
M31674MZ,2025,4,8.22,1.68
M31674MZ,2026,1,11.4,2.68
M31676QB,2025,4,1.38,0.0
M31689MZ,2025,4,12.98,0.0
M31689MZ,2026,1,2.64,0.0
M31694MZ,2025,4,12.96,2.94
M31694MZ,2026,1,12.15,4.0
M31694MZ,2026,2,1.35,1.35
M31697MZ,2025,4,35.36,0.49
M31697MZ,2026,1,28.4,0.0
M31698M1,2025,4,9.61,0.0
M31698M1,2026,1,3.63,0.0
M31700MZ,2025,4,5.24,0.0
M31700MZ,2026,1,5.63,0.0
M31701QB,2025,4,2.62,0.0
M31701QB,2026,1,4.0,0.0
M31701QB,2026,2,0.26,0.0
M31703MZ,2025,4,1.38,0.0
M31703MZ,2026,1,4.0,0.0
M31703MZ,2026,2,2.7,0.0
M31705MZ,2025,4,10.19,0.0
M31716MZ,2025,4,102.32,1.69
M31716MZ,2026,1,39.77,2.01
M31716MZ,2026,2,7.52,0.0
M31719MZ,2025,4,4.72,0.0
M31732MZ,2025,4,7.41,0.0
M31732MZ,2026,1,8.0,0.0
M31740MZ,2025,4,1.51,0.0
M31740MZ,2026,1,1.32,0.0
M31754MZ,2025,4,9.21,0.0
M31774M1,2025,4,0.22,0.0
M31774M1,2026,1,2.95,0.0
M31794MZ,2025,4,0.04,0.0
M31794MZ,2026,1,2.68,0.0
MCBXBOJP,2023,4,3.64,0.0
MCBXBOJP,2024,1,4.0,0.0
MCBXBOJP,2024,2,4.0,0.0
MCBXBOJP,2024,3,1.35,0.0
MCRMBAPM,2024,2,232.07,20.11
MCRMBAPM,2024,3,219.79,15.35
MCRMBAPM,2024,4,249.23,14.0
MCRMBAPM,2025,1,236.95,14.0
MD15SPZ1,2022,3,2.7,0.0
MD15SPZ1,2022,4,40.26,3.24
MD15SPZ1,2023,1,51.65,4.0
MD15SPZ1,2023,2,74.74,4.0
MD15SPZ1,2023,3,75.11,0.67
MD15SPZ1,2023,4,20.44,0.89
MECBSDA,2025,2,1.35,0.0
MECLVCMZ,2024,1,30.36,1.32
MECLVCMZ,2024,2,12.0,1.22
MECMOZ10,2022,4,20.75,1.38
MECMOZ10,2023,1,45.84,2.68
MECMOZ11,2023,1,6.97,0.0
MECMOZ11,2023,2,40.62,0.0
MECMOZ12,2023,2,9.16,0.0
MECMOZ12,2023,3,6.48,0.0
MECMOZ13,2023,2,50.05,0.4
MECMOZ13,2023,3,12.33,0.0
MECMOZ13,2023,4,7.6,0.0
MECMOZ14,2023,2,50.09,4.02
MECMOZ15,2023,2,18.76,1.62
MECMOZ15,2023,3,66.68,2.77
MECMOZ16,2023,2,21.48,0.0
MECMOZ16,2023,3,3.91,0.0
MECMOZ16,2023,4,5.11,0.0
MECMOZ17,2023,2,1.74,0.0
MECMOZ17,2023,3,4.0,0.0
MECMOZ17,2023,4,1.38,0.0
MECMOZ19,2023,2,14.37,0.0
MECMOZ19,2023,3,71.22,0.0
MECMOZ19,2023,4,5.86,0.0
MECMOZ20,2023,3,51.42,1.53
MECMOZ21,2023,3,24.24,2.65
MECMOZ22,2023,3,22.08,0.27
MECMOZ23,2023,4,19.38,0.53
MECMOZ24,2023,4,44.23,0.12
MECMOZ24,2024,1,5.38,0.15
MECMOZ25,2023,4,25.55,0.12
MECMOZ25,2024,1,5.86,0.0
MECMOZ26,2023,4,13.52,0.0
MECMOZ26,2024,1,17.08,0.0
MECMOZ26,2024,2,7.09,0.0
MECMOZ27,2023,4,11.84,0.0
MECMOZ27,2024,1,14.48,0.0
MECMOZ27,2024,2,11.08,0.0
MECMOZ27,2024,3,13.82,0.0
MECMOZ28,2023,4,20.22,3.4
MECMOZ29,2023,4,28.98,0.11
MECMOZ29,2024,1,20.68,0.0
MECMOZ30,2023,4,0.8,0.17
MECMOZ31,2024,1,2.95,0.0
MECMOZCC,2024,2,45.48,3.32
MECMOZCC,2024,3,64.18,4.52
MECMOZCE,2024,1,2.31,0.0
MECMOZCE,2024,2,51.48,0.35
MECMOZCE,2024,3,93.43,1.0
MECMOZEA,2024,4,4.0,0.0
MECMOZEA,2025,1,7.16,0.0
MECMOZEV,2024,1,112.3,0.82
MECMOZEV,2024,2,60.26,0.34
MECMOZIA,2024,3,2.26,0.0
MECMOZMC,2024,1,6.55,0.0
MECMOZMC,2024,2,18.27,0.0
MECMOZNY,2024,1,14.67,0.0
MECMOZOU,2024,3,8.74,0.0
MECMOZOU,2024,4,19.47,0.0
MECMOZPC,2024,2,21.04,2.78
MECMOZPC,2024,3,3.83,0.35
MECMOZPE,2025,3,7.7,0.0
MECMOZPI,2024,2,9.7,0.0
MECMOZPI,2024,3,8.61,0.0
MECMOZPN,2024,3,0.7,0.0
MECMOZPO,2024,1,13.96,0.0
MECMOZPP,2024,1,15.21,0.0
MECMOZPT,2024,3,2.65,0.0
MECMOZPT,2024,4,29.54,2.73
MECMZA21,2024,4,49.42,3.64
MECMZA22,2024,4,23.16,0.0
MECMZA23,2025,1,51.15,3.35
MECMZA23,2025,2,29.1,1.25
MECMZAG2,2025,3,0.96,0.0
MECMZAI2,2025,2,5.96,0.0
MECMZAIM,2025,4,23.17,2.03
MECMZCC2,2024,4,6.81,0.0
MECMZCF,2025,1,3.96,0.0
MECMZCF,2025,2,0.65,0.0
MECMZCP,2025,2,22.9,0.66
MECMZCT,2025,1,38.24,1.32
MECMZEA1,2025,2,4.48,0.0
MECMZEA2,2025,3,5.3,0.0
MECMZEVB,2025,3,2.7,0.0
MECMZEVL,2025,4,8.68,0.0
MECMZEVL,2026,1,10.68,0.0
MECMZEVL,2026,2,2.7,0.0
MECMZFLI,2025,3,6.17,0.0
MECMZFLI,2025,4,4.98,0.0
MECMZFLL,2025,4,6.84,0.0
MECMZHDC,2024,4,2.0,0.0
MECMZHIL,2024,4,11.82,0.0
MECMZIDM,2025,2,15.57,0.0
MECMZIH3,2024,3,22.48,2.3
MECMZIM2,2025,3,4.04,0.0
MECMZKP,2025,3,29.26,0.0
MECMZKP,2025,4,19.12,0.34
MECMZKP1,2025,4,7.42,0.0
MECMZKP2,2025,3,7.43,0.0
MECMZLIM,2025,3,6.96,0.0
MECMZLIN,2025,2,1.52,0.0
MECMZMMB,2025,3,4.48,0.0
MECMZNYR,2025,3,14.86,0.27
MECMZP11,2025,1,19.93,0.33
MECMZP12,2025,1,23.74,0.0
MECMZPC2,2025,3,4.87,0.0
MECMZPCI,2025,2,17.3,0.0
MECMZPU,2025,2,3.09,3.09
MECMZPU,2025,3,4.0,4.0
MECMZPUS,2025,4,2.62,0.0
MECMZPUS,2026,1,3.78,0.0
MECMZSAP,2025,1,7.16,0.0
MECMZSAP,2025,2,9.7,0.0
MECMZSC,2025,1,11.08,0.0
MECMZSPC,2025,1,5.45,0.0
MECMZT1,2025,1,2.29,0.0
MECMZT2,2025,1,2.73,0.0
MECMZTEL,2025,4,3.73,0.0
MECMZV11,2024,4,12.31,0.0
MECMZV12,2024,4,25.76,0.0
MECMZV13,2025,1,17.14,0.0
MECMZV13,2025,2,31.71,0.0
MECMZV21,2025,2,31.87,0.0
MECMZV21,2025,3,4.04,0.0
MECMZV23,2025,3,13.22,0.0
MECMZV24,2025,3,37.21,0.66
MECMZV24,2025,4,34.76,0.8
MECMZV26,2025,4,61.06,0.0
MEMOZQAL,2024,2,8.74,0.0
MEMZRQS,2025,3,36.61,0.0
MH029HMZ,2022,4,2.36,2.36
MH029HMZ,2023,1,4.0,4.0
MH029HMZ,2023,2,3.22,3.22
MH029HMZ,2023,3,4.0,4.0
MH030HMZ,2022,4,2.53,0.0
MH030HMZ,2023,1,4.0,0.0
MH030HMZ,2023,2,4.0,0.0
MH030HMZ,2023,3,4.0,0.0
MH030HMZ,2023,4,3.29,0.0
MH030HMZ,2024,1,4.0,0.0
MH076IVM,2023,3,8.78,1.35
MH076IVM,2023,4,36.38,6.18
MH087HP5,2022,4,0.67,0.0
MH088HMZ,2022,4,0.36,0.0
MH090HMZ,2023,1,18.81,0.0
MH090HMZ,2023,2,35.18,0.0
MH090HMZ,2023,3,28.2,0.0
MH090HMZ,2023,4,33.58,0.0
MH1019M1,2022,4,9.64,1.38
MH101OPS,2022,1,35.34,1.2
MH101OPS,2022,2,31.97,1.45
MH101OPS,2022,3,33.76,2.8
MH1020M1,2022,4,14.83,2.38
MH1100M1,2022,1,3.79,0.49
MH1100N1,2022,2,39.07,0.0
MH1105M1,2022,1,24.02,1.32
MH1105M1,2022,2,42.33,3.43
MH1105M1,2022,3,24.49,1.99
MH1105M1,2022,4,4.66,1.03
MH1107M1,2022,1,1.95,0.0
MH1108M1,2022,1,7.27,0.0
MH1109M1,2022,1,3.13,0.0
MH1110D1,2022,1,3.05,0.0
MH1113M1,2022,1,3.79,0.66
MH1114D1,2022,1,15.12,0.0
MH1118D1,2022,1,28.64,6.51
MH1118D1,2022,2,61.36,7.22
MH1119M1,2022,1,4.35,0.0
MH1126D1,2022,1,6.7,0.0
MH1129D1,2022,1,9.34,0.4
MH1135D1,2022,1,3.7,0.0
MH1140D2,2022,1,15.26,2.01
MH1140M2,2022,1,11.87,0.0
MH1142M1,2022,1,4.09,0.0
MH1142M1,2022,2,4.0,0.0
MH1142M1,2022,3,4.0,0.0
MH1147D1,2022,1,16.62,0.73
MH1148M1,2022,2,10.09,0.0
MH1149M1,2022,1,2.15,0.0
MH1151M1,2022,1,5.27,0.88
MH1151M1,2022,2,8.0,1.3
MH1153M1,2022,1,8.12,3.18
MH1154M1,2022,1,36.99,2.31
MH1155M1,2022,1,62.15,0.7
MH1155M1,2022,2,82.29,1.0
MH1155M1,2022,3,73.25,0.0
MH1155M1,2022,4,38.04,0.0
MH1156M1,2022,1,4.84,0.88
MH1156M1,2022,2,1.7,0.0
MH1159M1,2022,1,8.09,2.81
MH1160M1,2022,1,51.31,1.92
MH1160M1,2022,2,68.78,3.67
MH1160M1,2022,3,91.2,1.01
MH1160M1,2022,4,5.97,0.0
MH1160M1,2023,1,0.44,0.0
MH1163M1,2022,4,0.67,0.67
MH1165D1,2022,1,11.87,1.95
MH1165D1,2022,2,15.09,3.0
MH1167M1,2022,1,13.45,0.0
MH1167M1,2022,2,14.52,1.68
MH1169M1,2022,2,46.04,0.0
MH1169M1,2022,3,52.52,0.0
MH1169M1,2022,4,5.91,0.0
MH116IVM,2023,1,1.41,0.0
MH1172M1,2022,1,4.27,0.0
MH1172M1,2022,2,5.02,0.0
MH1178M1,2022,1,3.6,1.32
MH1178M1,2022,2,3.48,1.7
MH1179M1,2022,2,16.35,0.0
MH1179M1,2022,3,3.03,0.0
MH1181M1,2022,1,17.58,1.05
MH1181M1,2022,2,5.54,0.0
MH1184M1,2022,2,14.17,1.91
MH1184M1,2022,3,0.61,0.0
MH1187M1,2022,2,5.26,0.0
MH1188M1,2022,1,9.89,0.92
MH1188M1,2022,2,2.7,0.0
MH1190M1,2022,1,0.88,0.0
MH1190M1,2022,2,4.46,0.0
MH1213M1,2022,4,21.44,1.96
MH1213M1,2023,1,10.23,0.0
MH1217M1,2022,4,9.51,0.0
MH1217M1,2023,1,12.04,0.0
MH1217M1,2023,2,7.17,0.0
MH1225M1,2022,3,0.76,0.0
MH1225M1,2022,4,13.26,0.0
MH1231M1,2022,4,36.81,4.0
MH1231M1,2023,1,31.01,2.68
MH1231M1,2023,2,23.12,2.0
MH1231M1,2023,3,35.15,5.35
MH127DM1,2022,1,1.54,0.0
MH127DM1,2022,2,3.39,0.0
MH133HM1,2022,2,66.09,5.22
MH133HM1,2022,3,419.84,20.36
MH133HM1,2022,4,246.33,17.22
MH1355HE,2025,1,3.78,0.0
MH1412HE,2025,2,28.82,0.0
MH1413NE,2025,1,31.8,3.08
MH1413NE,2025,2,2.83,0.35
MH159IVM,2023,2,5.48,0.0
MH159IVM,2023,3,1.57,0.0
MH165HM1,2022,1,0.46,0.07
MH168HM1,2022,2,18.8,2.13
MH168IVM,2023,2,3.83,0.0
MH168IVM,2023,3,3.3,0.65
